[04:16:21]Trying to connect to server.
[04:16:21]Successfully connected to server.
[04:16:22]New user connected: fester0.43
[04:16:22]New user connected: fester3.80
[04:16:22]New user connected: fester17.5
[04:16:22]New user connected: fester9.19
[04:16:22]New user connected: fester9.27
[04:16:23]New user connected: fester8.92
[04:16:23]New user connected: fester18.0
[04:16:23]New user connected: fester6.73
