[04:17:04]Trying to connect to server.
[04:17:04]Successfully connected to server.
[04:17:04]New user connected: fester17.1
[04:17:05]New user connected: fester8.71
[04:17:05]New user connected: fester10.6
[04:17:05]New user connected: fester5.59
[04:17:05]New user connected: fester13.1
[04:17:06]New user connected: fester2.80
[04:17:06]New user connected: fester5.54
[04:17:06]New user connected: fester6.76
[04:17:07]New user connected: fester15.8
